               user_id                |  club_id  |      role      | academic_year | is_leader | is_current_term | hierarchy 
 2e1967b7-3996-4e17-9f07-98719fec9395 | aster     | active_member  | 2024-2025     | f         | t               |         5
 dfff0dd7-a46f-48d1-9383-43354cadae5d | aster     | member         | 2024-2025     | f         | t               |         5
 6390f8d9-cb13-4e71-b183-05ef511eca27 | aster     | member         | 2024-2025     | f         | t               |         5
 516a1eee-d8f9-4283-8cfb-740c0387ca8c | aster     | outreach       | 2024-2025     | t         | t               |         5
 bc3ed184-936a-4a5b-a729-603f224d2d92 | aster     | core_member    | 2024-2025     | f         | t               |         5
 222d6cce-5115-47ec-8741-53f80b1f982d | aster     | member         | 2024-2025     | f         | t               |         5
 3b8ea21c-bd1d-4aae-881c-31e206f27fa4 | aster     | member         | 2024-2025     | f         | t               |         5
 d57f7718-1b5f-4889-97a3-76a96a238540 | aster     | active_member  | 2024-2025     | f         | t               |         5
 99c8e1ed-033d-4168-b100-561f0f787f0a | aster     | active_member  | 2024-2025     | f         | t               |         5
 5b91c7ef-dd6e-4171-98fd-26e71ba7ae37 | aster     | active_member  | 2024-2025     | f         | t               |         5
 2c363200-f236-45f5-921e-30e422c0da55 | aster     | core_member    | 2024-2025     | f         | t               |         5
 49417a0e-0f43-45fb-a5a6-cb47b5582d68 | aster     | active_member  | 2024-2025     | f         | t               |         5
 4045af03-9a2e-4f61-818d-d71b5dc36728 | aster     | core_member    | 2024-2025     | f         | t               |         5
 43cdce4b-f241-4620-8b56-0b7f19dfae02 | aster     | member         | 2024-2025     | f         | t               |         5
 27b07006-e253-4fdb-a0b7-32c4ecc00550 | aster     | active_member  | 2024-2025     | f         | t               |         5
 9048a0e5-4e56-4a30-bbaf-53a02b93f316 | aster     | active_member  | 2024-2025     | f         | t               |         5
 71c3fcbc-dfbc-47a6-9e63-74e85ad7d488 | aster     | active_member  | 2024-2025     | f         | t               |         5
 6a52f0fb-65e4-4dea-9adb-6e6ac69a7620 | aster     | active_member  | 2024-2025     | f         | t               |         5
 43c9973d-6179-4bef-a0a9-8d6da6b7c4e2 | aster     | active_member  | 2024-2025     | f         | t               |         5
 63db6ecf-4be2-47e6-a99f-a00d0bb22b63 | aster     | member         | 2024-2025     | f         | t               |         5
 e1e32e12-f57f-410d-a56e-4dcd0c3526ed | aster     | core_member    | 2024-2025     | f         | t               |         5
 8da1a61b-848b-48ab-a09f-4aeaad47476d | aster     | member         | 2024-2025     | f         | t               |         5
 953a6590-9470-4ac2-83a4-81f802dc5602 | aster     | member         | 2024-2025     | f         | t               |         5
 1e6ee6a2-5f08-47e6-964a-9b107164bab5 | aster     | member         | 2024-2025     | f         | t               |         5
 618b2f5b-a891-4acb-9e0f-4de13a7a854e | aster     | active_member  | 2024-2025     | f         | t               |         5
 10c8cccc-ec4f-4e6b-87b5-6249996e0454 | aster     | active_member  | 2024-2025     | f         | t               |         5
 e29a1043-e3e8-45ec-9e09-a8da48d2bb1b | aster     | active_member  | 2024-2025     | f         | t               |         5
 741d6125-35f5-4ac6-9b92-0a943051dafc | aster     | member         | 2024-2025     | f         | t               |         5
 00ce99e7-fb36-40f6-b4eb-5641dd55a34f | aster     | core_member    | 2024-2025     | f         | t               |         5
 1364b212-79f4-424c-9a02-bf30949cf209 | aster     | core_member    | 2024-2025     | f         | t               |         5
 baa97680-8d21-4a55-80ae-64528c842921 | aster     | member         | 2024-2025     | f         | t               |         5
 7d668d6b-f685-4911-a305-047d7aa56b28 | aster     | member         | 2024-2025     | f         | t               |         5
 8b8e18b7-96f8-486e-8e0d-e6c4d8a44fc6 | aster     | core_member    | 2024-2025     | f         | t               |         5
 c96d90a9-60b5-4344-8173-e34895981bde | aster     | member         | 2024-2025     | f         | t               |         5
 345cca51-12d4-4f99-b21e-573c0bab2d17 | aster     | core_member    | 2024-2025     | f         | t               |         5
 4f1b4c11-f53c-4049-9106-19ff7d460d76 | aster     | member         | 2024-2025     | f         | t               |         5
 f1afb4ed-be0f-4d69-9ea3-52238d7b61ed | aster     | member         | 2024-2025     | f         | t               |         5
 af0b9378-b328-4a3f-855e-5b32cd442a5e | aster     | core_member    | 2024-2025     | f         | t               |         5
 550e8400-e29b-41d4-a716-446655440023 | aster     | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440200 | aster     | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440201 | aster     | member         | 2024-2025     | f         | t               |          
 550e8400-e29b-41d4-a716-446655440202 | aster     | member         | 2024-2025     | f         | t               |          
(297 rows)

